smiles,dipole_moment
CCC(C#N)C(O)CO,3.0657
CN=C1NC(=O)CC1C,1.2392
O=CC1=CN=C(O1)C#C,1.9403
CC(=O)C12CNC1CN2,1.6784
OCCNC(=O)C1CN1,3.5638
CC1CC2(COC12)C#C,1.2212
CC1(O)CC(=O)N2CC12,4.7135
NC1=NC2C3NC2C3O1,2.7528
O=CN1CCCC1,4.2189
CC1(COC1)NC(N)=O,3.9235
N=C1OC2CC1COC2,3.3995
CC1=CCCOC11CC1,1.0516
N#CC1(CC2CO2)CO1,2.7387
CN1CC11CC=CC1O,2.9943
CNC1=C(N)C(N)=NO1,2.7329
O=C1CC2CCN3C2C13,3.242
O=C1ON=C2CC=CN12,5.8184
CC12CC3OCC1(O)C23,1.2086
OCC(=O)N1CCC1=O,2.4351
CN1C(=O)ON=C1C=O,4.8805
CC1=CC2OC2C2NC12,3.2297
CC1(COC1=N)OC=N,2.6849
CC12COC1CC(O)C2,2.6624
CC1=C(O)OC(=O)N=C1,5.0528
CC12NC1C(=O)N1CC21,4.8318
CN1N=CN=C(F)C1=O,2.7773
CC12C3CC1(O)C1C3N21,2.3697
CCC1OC1(C)C(C)O,1.3161
C1OC2C3C4C1C4C23,1.5542
O=CC1=CCCCC1=O,4.4513
NC1(CCOC1=N)C#C,2.2561
CC1C2CC3C(CO2)N13,0.7503
CCC12C3C4CC1C4N23,1.7404
CC1COC(O1)C1CC1,1.0917
CC1N2CC3C2C13C#N,3.2492
CC(C)C1C(C=O)N1C,1.4243
CC1C(C#C)C1C(C)=O,2.7346
OC1C=CC2=CNC=C12,2.9849
C1CC2C3OC2C3CO1,1.4997
OCC1C2C3CC2C13,1.3111
CC1=C(C)C(C)=C(C)N1,1.6277
CCCCC1C(C)C1O,1.2777
COC(C=O)C1(C)CO1,2.772
CC1C2(C)C3N2CC13O,2.1581
CC12CC(C)(C1)C=C2,0.1252
NC1=COC=C(N)C1=O,2.9047
CC12OC1CC2(O)C=O,1.4438
NC1=CC(=N)C(F)=CN1,6.0203
N#CCN1CC2OCC12,4.4546
CC1C2CC3OC1OC23,1.7655
CC12CC(C1)C2(N)C#N,2.9902
O=C1NC(=O)C2NC12,2.753
C1C2C1C1OC2C11CC1,1.6423
O=CC(C#C)(C#C)C#N,2.99
CC(=O)OC1CC1O,1.2826
C1CC2CC1CCOC2,1.1843
CCC1CC(=O)C2CC12,3.2965
CC(C=O)C(=NO)C#C,2.3896
CCC(=O)C1=CON=C1,3.1867
CC1(O)COCOC1=N,2.5441
N=C1NN=CC=NC1=N,3.8089999999999997
CC1NC2=CC(=O)CC12,5.1046
CC1(O)CC1CC(N)=O,4.4879
[O-]C(=O)C1=CC[NH2+]C1,14.9096
CC1=COC(N)=C1O,0.8497
CC1=CC2C3CCC1C23,0.3024
CCN1C=CC(N)=C1O,1.3056
O=CCOC1=NNN=N1,3.0675
O=CC1=NC(=CO1)C#N,2.0089
CC1OC=NC2C(O)C12,2.6893
CCC(O)C(C)(C)CC,1.3531
CCC1N=CN(C)C1=N,3.5305
CC1CC11COC(=O)C1,4.6237
CC1=NC=NC(=O)N1,5.1295
CC1C2CC(C#N)C1O2,2.935
N#CCN=C1NC=CO1,6.0288
CCOC1CC(C1)OC,0.2658
CC(=O)CCC(O)C=O,2.3847
CC12CC3N1CC23O,1.4917
FC1=CNC(=O)N=C1,4.7398
COC1C2C3C=CC1N23,1.57
CCC(=O)C1OCC1=O,1.818
CC12OC3CC4C1C2C34,1.2819
COCCC(C)C(N)=O,3.7583
O=C1OC2=C(O1)C=NO2,1.9725
C#CC12NC3COC1C23,2.6299
COC(C)(C)C#CC,0.977
O=C1CC23CC12N=CO3,3.3976
CC1CC(C)C2(C)OC12,1.7716
NC1=NC=C(N=N1)C#C,2.6565
CC12OCC(CC1=O)O2,2.8046
COC1=NN=C(OC)O1,0.804
C#CC1=CC2CC2OC1,1.2549
CC1C2OC1(C)C21CO1,3.08
OC1COCC2OCC12,1.7113
CC1=CCC2(C)OC2C1,1.7714
C1OC2C1N1C=NC=C21,3.7333
CC#CC(CCO)C#N,3.105
CC1(C)C2CC(C#C)C12,0.7728
CCCN1C2CC2C1=O,3.7054
CC1=CC(=O)C2OCC12,5.1754
COC1=CN=CC(C)=N1,2.0263
N=C1NCC=CC1=O,5.2941
COC=NCC1NC1C,4.0087
OCC12CC3C(CC13)C2,1.3019999999999998
CC1OC2CC2(C)C=C1,1.1782
CC1CC(CC1=O)=NO,2.0229
COCC1(C)OCC1O,2.6432
CC1(O)CCC=C1C=O,3.4568
CCCN=C1ON=NO1,1.7063
CCC12CC(C1)(C2)OC,1.1809
O=C1COCCN1,3.6296
CC12CCCC1COC2,1.5614
OC1=NN=C2ON=NN12,2.7214
NC1=CN=C(O)C(F)=N1,3.1310000000000002
CC1(CC2CC12O)C#C,1.1291
NC(=O)C(=O)C=O,3.4036
C#CC1CC(CC#N)O1,5.3414
C1C2CN=C3NCC3N12,1.4828
OC1C=CC2CC1(O)C2,2.062
NC1=NNC=C1C#N,4.1979
CN(C)C1=C(C)C=CO1,0.1892
CC(C)OC1CN(C)C1,1.5041
CCOCC1CC(C)C1,0.7516
CCC1OC1C1OC1C,2.3869
CC1(C)CC(O)C1(C)O,1.5353
CC1CCC2(CO2)C1=O,3.3449
CC1=COC(=O)N=C1O,5.0912
CCC1(CC#N)CC1,3.8915
COC1CC2(CC2)C1=O,2.1117
OC1C2C3OC2(C=O)C13,4.4873
CC1=C2CC=CN2C=N1,3.3948
O=CC12CN1CCC=C2,3.188
CC1C(O)C1CCC#C,2.2785
OC1=NN(C=O)C=C1,3.2796
COC1=C(O)C(C)=CO1,1.3843
CC12OC1C1(CC21)C#C,1.6416
CN(C)C(=O)C1CCO1,4.5533
OCC1(O)CCNC1=O,3.92
C1C2C3OC2C13,1.8496
CC12CCC1(N2)C=O,3.2641
CC(C)C1=NNN=N1,1.9240000000000002
CC1NC(C#N)C11CC1,4.686
C1C2CC1C1CCC2O1,1.266
OC12C3C1C1=CCC2C31,1.1007
C1OC2C1N1N=NC=C21,4.1983
C#CCC1CC(O1)C#N,4.26
OCC1(CC1)C1CN1C,1.3367
CC12OC1CC1OCC21,2.9442
NC1=NC=C(N)C(F)=N1,1.2091
CC1C=CC2CC(=O)N12,3.4546
C1C2CN=C3CN=C1N23,2.5318
CC12C3CC4C1C4(C)C23,0.1514
CC1=CNC2=C1C=NO2,3.687
CC1(C)OC1CCCO,2.7979
CC(O)CN1CC1(C)C,2.1985
CN1C2C3C1CC23C=O,2.8894
NC1=CC(=O)NC=C1O,5.5043
CC1OCC2(CO2)C1=O,1.9825
CC1=CC(O)CC1(C)O,2.7788
CN1CC1C1CC1CO,2.4604
CC1C2N3CC2(C=O)C13,2.2813
CCC1NC2(CC2)C1=O,2.443
OCC1(CC#C)CN1,1.735
OC(CC#N)C1CCC1,5.0109
C1CC(C1)C1=CN=NN1,4.9668
CNC1=C(O)C(C)=CO1,0.8955
OC1=NNC=C1C#C,2.4563
CC1C(C)N1CCC=O,2.8936
O=CC12CC1CNC2=O,4.406000000000001
CCC12CC1(O)CO2,1.9584
O=C1CC2NC12,3.6910000000000003
CC1OCCC1(O)CO,2.2173
CC1CN1C(=O)N(C)C,3.1223
CC12CC1C1(NC21)C=O,2.9810000000000003
C1OC2=NNC=C2C=C1,2.9654
OC12C3C1C1=NC3C2O1,3.0811
CC1CCC2N1CC2=O,2.4929
CC(C)N1C=CN=N1,4.6479
CC1OC(C)C2(O)CC12,1.1714
N=C1OC23CC12CCC3,2.9804
CC(C)(OC=N)C#N,5.7459
C#CC1=CC2CC1C=C2,0.7458
OC12CCN(CC1=O)C2,1.6491
NC1=NC=NN1CCO,4.4595
CCN=C1ON=C(O)O1,1.9903
OC1CCCC2COC12,2.7191
OCCCC1=CNC=N1,3.2612
CCOC1C2CC1CC2,0.9148
CC1(C)C2NC(=O)NC12,3.9697
COC(=O)C1CCN1,2.0661
C1COC2=NC=CN2C1,5.2043
COC1=NC=NC(N)=N1,0.8267
CN=CN1C=NCC1=N,1.1248
NC1=CC(=O)C2CC1O2,5.6737
CC1CC2CC2(C1)C#N,4.452
CCC12CN3C(CC13)C2,1.6949
COC=NCC1COC1,4.5639
COC1CC(C)C1O,1.8674
CCCNC1=CNN=N1,4.1333
CC1(O)CCC=CC1=O,3.6238
CCOC1(C)CCC1O,2.5279
CC1=CC(CC1O)=NO,1.0005
OC1CCC=CC1,1.2291
CCC12OC(C=C1)C2C,1.6785
NC(C#N)C1=NC=NN1,4.4014
C#CC1CC=CC=CC1,0.8033
CC1(C)CCCCOC1,1.1540000000000001
CCC(=O)N1N=CC=N1,2.9675
CN=C1CC(N)C(=O)O1,1.1795
ON=C1CC2(O)CC1C2,1.003
CC(=O)C1=NCCO1,2.9018
CC(=O)CC1CC1C#N,1.8759
OC1CC2=CC(=O)NC12,5.5372
CCN(C)CC(=O)CO,3.62
CCN1C=NC(N)=C1C,3.2878
CC1=NC2C3OC3C2O1,2.0782
CC1C2C=CNC(=O)N12,3.8523
COCCC(=O)N1CC1,2.0806
OC1CC2(CC=O)CC12,2.0129
CC1(C)OC(=O)C2NC12,5.121
CC1=CC=CC(=N)O1,3.5777
CN1CC11COC(=O)C1,4.6618
COC1C=CC(=O)C1=O,4.3201
CCC(C)C(C)C#CC,0.1821
NC(=O)OCC(O)C#N,4.4812
CCC1CC(COC)O1,1.2219
C#CCCC1=NC=CN1,3.4537
OCC1C2C3C4C3N2C14,2.9435
CN1C=C(C)C(=O)N=N1,7.0162
CC1(OC=N)OCC=C1,3.5815
OC12CC3C1CC23O,0.9309
N#CC12CC3OC1CC23,3.3522
O=C1ON=C(C=C1)C#C,5.1526
CCCOC(C)C(N)=O,3.5871
OC12CC3CC=CC1C23,0.9518
COC(=O)C1CCC1=O,1.964
C1OCC23OC4C2C1C34,1.9035
OC12CC1C(=O)C1CC21,2.5959
OC1CC2CCC1OC2,2.0999
CC12NC1C1CC21O,1.1485
CC1(CCOC1=O)C#C,4.0423
O=CC1=CCCC2NC12,3.6659
CC(N)C1=C(N)N=NO1,4.9962
C1OC2C3C4C1C2N34,1.276
OC1C2OC3C2C13C#C,1.9599
[NH3+]C1CCC(C1)C([O-])=O,15.8888
OCC12C3C4OC1C4N23,1.3973
CC1C2C3OC1CC23C,1.4595
CC1C=CC2=CN=CN12,3.9696
CC1C(C#N)N1C(C)=O,2.9677
CC(O)C1C(O)C1C=O,3.8013
OC1=NC=C(C=N1)C#N,3.0269
CC(C1NC1C)C(N)=O,3.8878
CCCOC1C(O)C1O,1.6027
NC1=C(O)C(=CN1)C#N,4.6822
C1C=CC2C3OC2C13,2.0569
NC1=CNC=C1C1CC1,1.6834
CC12CC(C1)(O2)C#N,4.9278
CNC1=C2CCN2C=C1,1.4502
CNC(C=O)C(O)C=O,2.8958
CC1CNC(C)C(=O)N1,3.7258
N#CCC1OCC11CN1,4.6687
CC1=CC(=N)C(F)=CN1,6.0157
NC12CC1CC2(O)C#N,3.4419999999999997
CCC1NC(=O)C2NC12,4.3103
C1OC2CC1N=COC2,2.0851
CC1CC1OC(C)=O,1.794
C1CC11C2C=CC1C=C2,0.0446
N=C1OC(=O)N2CC12,2.6253
CC(C)C(CC#C)C#C,0.1571
CC12C(O)C3(C)C1CN23,1.3819
CC12CC1N1N=CN=C21,3.6396
CC12CC1C(=O)NC2,3.9760000000000004
O=C1CC2C3CC2C13,3.0934
OC1C2COC1C2C#N,3.5706
OCC1CCC(CO)O1,2.8236
CC(C#N)N1CCC1C,3.1597
O=CC1COCOC1=O,2.3534
COC1C(CO)NC1=O,2.9186
N=C(NCCC#C)C=O,3.4413
CC12C3C(C#N)C1CN23,2.9636
O=C1NCC=CC=CN1,2.628
OCC1(COC=N)CC1,4.5457
CC1CCC(C)=CC1C,0.242
CC(=O)NCC#N,3.9932
OC12CC1C1NC1C2,0.8945
O=CC1=CCCC11CC1,3.2491
C1C2CC34CC3(OC4)C12,1.7806
CCC1CC1(O)C(C)=O,2.4458
CC1OC(=O)C1(N)C#N,4.2002
O=CCC1C2CCC1O2,1.9766
CC(C=O)C(C)C1CO1,2.0298
OC1(COC=N)CC1,2.5735
CC1CN2CC(=O)C12,1.9961
C1OC2C1NC1COC21,3.6877
CC1CCC2COC1C2,1.4837
CCC1(O)C2CCC1O2,1.5607
CC1(O)C2NC1C2O,1.8718
CN1C(C#N)C1C1CO1,3.5069
CC1=NC=C(CC#N)N1,2.1762
C1CC11CC2(CCC2)C1,0.1371
NC(=NC1CCC1)C#N,4.9818
CC12CC3CC1(C)C23,0.3335
OCC1CN2CC12C=O,1.3697
CCC(C#C)C(O)C#N,3.2514
CC(CO)C1CC1C,1.5854
CC1C2CCC(O)C1O2,1.8533
O=C1CN2CC2(C1)C#C,1.5797
CCNC(=O)NC(N)=O,5.9997
CC(C)(NC(N)=O)C#N,2.6691
CC(CCO)C(O)C=O,2.9363
NC1=NCCCOC1=N,2.0069999999999997
NC1=CN=CC(O)=C1,4.3372
N=C1OC2CNC2C1=O,5.4165
CC12CC1C1(CO)NC21,2.5248
CC1CC2C=CC1C2C,0.2127
CC1CC2C(O)C12,1.3569
OC1CC(O)C2CC1O2,2.7007
CCNC1=C(O)OC=C1,0.7362
CC1(CCOC1)OC=N,2.2799
CC1C2(C)CCC12CO,1.209
CC1=CC2OC2C11CO1,1.0922
CC1CN1C1(C)CC1C,1.1852
OCCOCC=O,1.9188
CC(=O)CC1OC1C=O,2.7858
CCC1C(O)C1CC,1.2983
COC1C2OCC12OC,1.4462
CC1CC11CC(O)C1C,1.4969999999999999
CC#CC1NC(C)C1=O,2.238
OC1C2C=CC3CC2C13,1.6502
O=CCN=C1NN=NN1,1.8072
COC(=O)C1C2COC12,2.449
O=C1C2CC3(CCC13)O2,3.1658
OCC#CC(=O)N1CC1,2.5563
CC(CO)OC(=O)CN,0.3741
CC1=CNC(C)=C1C,1.6198
COC=NCC1(C)CC1,2.8564
NC(=O)C1(O)CCC1=O,1.9338
OCC(=O)C(=O)NC=O,2.4282
CC1(O)CC1(C)NC=O,4.0057
CC#CC1(CN1C)C#C,1.9546
CC(CO)C1CC(=O)C1,3.1253
O=C1CC2(CC#C)CC12,2.9894
C1OCC2=C1NC=N2,3.8472
CC12COCC1COC2,1.4885
CC1CN1C(C#N)C#N,5.4391
CC1(C)C2OC2C11CC1,1.7938
N=C1CC2=C(N1)OC=C2,1.8463
NC1=C(C#C)C(O)=NN1,3.2788
N=C1OCCC1C=O,2.2022
COC1C(C)C1(C)C=O,2.6831
CC#CCC1=CCCC1,0.2603
CCC1C2CC1(C2)C#N,4.2423
CN1CC1(C#N)C1CN1,2.5867
COC1=NNN=C1C#C,1.8558
OCC12CC1CCCC2,1.3203
CC1OC2CC(=O)C1O2,1.1677
N=C1NCC2CC(=O)N12,6.042999999999999
CC12NCC1(O)CC2=O,3.0281
C1OC2COCC12,1.5944
CC12CC(O)C1C2CO,3.4375
CC#CC(O)C(=O)C=O,2.097
OCC12COC3C1NC23,1.4604
NC(C#N)C1CCC1,4.6687
CC12OC1CC2C(N)=O,3.2531
OC1C2CC(C=O)C1O2,2.6649
CCOC(=O)CNC=O,3.8443
COC1C(O)C2NC12C,2.6272
CCN=C1C=CNN=N1,4.4449
CCCC1(O)CC(O)C1,0.415
CC1CCC=C1NC=O,3.6115
CC1C2CN2C1(C)CO,2.6946
C1CC23CC(C2)OCC13,1.4093
CCCC(=O)CC=O,2.6221
CC1C2OC2C1CC#C,1.6854
CC(CC#N)CC(N)=O,6.7695
OC1=NC=CC(F)=C1F,1.8818
CC1C2C3NC3C12O,1.0837
O=COC1C2C3OC1C23,5.5595
CCC1OC1C#CC#C,1.7169999999999999
CC1OC(C#C)C1(C)C,1.8779
OC1C2COC12,1.6786
CC12CC3C(C1)C23C#N,4.4268
C1CC2=CCCCC12,0.2703
OC1C=CC2C3CN2C13,2.2488
CC1C(C=O)C(O)C1=O,2.674
O=CC12CN(C1)C2C#N,2.1355
COC1(CC1)C1(O)CC1,1.4306
OC1CC=CC2(CC2)C1,1.1840000000000002
N#CC12OC1C1NC21,4.9489
O=C1COCC2CC1C2,3.2306
CCOC(C)CO,2.262
CC(O)C(OC=O)C#N,4.9725
CC1CC(C)(C)CO1,1.4863
C#CC12CC(C1)CC2,0.7728
CC(C)(NCC=O)C=O,1.3459999999999999
CC12CC1C1NC1C=C2,1.4596
CC1C2CNC(C#N)C12,4.5672
CC1(C)COC(CO)O1,2.2183
CC(C)C1OCC2CC12,1.4008
CCNC(=O)NC=O,6.4203
C1CC23CC(O2)C=CC13,1.5223
CC1(CO)C(O)C2CN12,1.4354
OC1CCN=C1NC=O,5.8904
NC1=NC=CC(F)=C1O,1.557
NC(CC#N)CC(N)=O,2.1949
CC(=O)CN1CCC1,2.9414
CC1NC(C#N)C(C)=C1,4.6145
CCC1OC1C#CC=O,3.1363
O=COC1C2C3CC2C13,4.1001
OC12CCC1C1OC21,1.0081
CCC1(O)CCNC1=O,3.5825
C1OC2=NCCOC12,2.2915
O=C1COC2=NCCN12,0.9069
CC12CC3C(O1)C(=O)C23,3.3239
O=CC12CC(C1)C2C#N,3.0282
CC1(C#N)C(O)C1C=O,3.8493
COCC(C)C=O,1.6698
N=C1CC2OC2CCO1,2.7427
CC12CC1C(O)CC=C2,1.1303
CCC1(CC1)C1CC1C,0.1258
CCC(CC1CO1)C#N,5.4151
C1OC11COCC2OC12,0.9629
CC(C)C1(C)C(O)C1O,2.0107
OCC1OCC(=C1)C#C,2.2726
CN1C2CNC(C#N)C12,4.4918
CC12OC1C1CC1C=C2,1.7945
CC(O)(COC=O)C#C,4.4963
CC(O)CC1CC1C#C,2.1195
N#CC12CC(C1)CO2,5.0171
CC1OC(CO)C1C,2.7841
CC1(C)OC1(C)CC#C,2.0569
CC(O)(C#C)C(=O)CO,3.6329
C1NCC2=C1OC=N2,1.7993
O=C1CC2(CC#N)NC12,3.734
CCC(C)C1CC(=O)N1,3.9362
CC(C=O)(N=CN)C#N,5.309
CC#CC1(CO1)C1CO1,3.4534
N=C1CC2=C(O1)N=CN2,4.5802
CC1CC2C1N2CC#C,1.5375
CC1(C)C2CC2C11CC1,0.2713
OC1CC1C(=O)OC=N,1.1346
OC12CCOC1COC2,2.2349
CC1CC1(C)C#CC#N,5.9822
CCC1C2CC1(C)OC2,1.5614
CC#CCC1(CN1)C#N,4.7034
CCCC1(C)COCO1,1.1588
O=CN1CCOC1=O,6.6795
C#CC1C2CCC12,0.917
CC1CN1CCC1CO1,0.5522
O=C1CC2CC=CCN12,3.7557
OC1CC2OC1C(=O)O2,4.9567
CCC12CC1OCCC2,1.4494
COC1=NNC(C=O)=C1,1.6842
N=COCCCC#N,5.2614
CCC12CCC3OC1C23,1.7304
O=C1NC23CC12CCC3,3.7856
COCC(=O)CCC=O,4.3302
OC1C2CC1C(O2)C#C,1.1738
CC(C#C)C1CCO1,1.5154
CC1COCC2CCC12,1.3109
COCC1(C)CC(=N)O1,3.2819
CCN=C1NC(O)=NO1,2.8972
CN1C(CO)C2OCC12,2.7895
CC(C)(OC(N)=O)C=O,3.0166
COCC(=N)NC(N)=O,6.4269
N=C1OC2CC2(O1)C#N,4.5104
CC1C2CC1C(O)C=C2,1.6976
CN1CC1C(=O)CO,2.0605
O=C(C#CC#C)N1CC1,3.4556
CC(C)(CO)C(O)CO,2.2775
CC1=CCOCOC1=O,4.4692
NC(CCO)C(O)C#N,6.0637
O=C1C=CC2NC12,3.8469
CC1OC2C=CC1C=C2,1.2055
OCC12CC1C(C2)C=O,2.9073
O=C1OC2COC1OC2,4.317
CC1=CC2CC2C1(C)C,0.2128
